9 110.461 22.921 0.035 1.38
9 114.453 23.722 0.036 1.41
9 118.381 24.475 0.038 1.44
9 122.311 25.172 0.040 1.47
9 126.252 25.794 0.041 1.50
9 130.207 26.370 0.043 1.53
9 134.167 26.921 0.045 1.57
9 138.127 27.420 0.047 1.60
9 142.057 27.963 0.049 1.63
9 146.031 28.600 0.050 1.66
9 149.992 29.190 0.052 1.69
9 153.949 29.720 0.054 1.72
9 157.873 30.282 0.056 1.76
9 161.835 30.814 0.057 1.79
9 165.817 31.295 0.059 1.82
9 169.793 31.792 0.061 1.85
9 173.759 32.416 0.062 1.88
9 177.684 33.087 0.064 1.91
9 181.630 33.634 0.066 1.95
9 185.663 34.180 0.068 1.98
9 189.558 34.757 0.069 2.01
9 193.531 35.245 0.071 2.04
9 197.482 35.664 0.073 2.07
9 201.424 36.301 0.076 2.10
9 205.362 36.964 0.079 2.14
9 209.276 37.762 0.082 2.17
9 213.202 38.513 0.084 2.20
9 217.114 39.237 0.085 2.23
9 221.069 39.887 0.085 2.26
9 225.022 40.296 0.086 2.29
9 229.006 40.725 0.087 2.32
9 232.920 41.201 0.087 2.36
9 236.904 41.783 0.088 2.39
9 240.846 42.461 0.089 2.42
9 244.758 43.184 0.089 2.45
9 248.716 43.717 0.091 2.48
9 252.666 44.280 0.092 2.51
9 256.627 44.771 0.094 2.55
9 260.596 45.287 0.095 2.58
9 264.526 45.769 0.096 2.61
9 268.516 46.131 0.098 2.64
9 272.489 46.691 0.099 2.67
9 276.452 47.234 0.100 2.70
9 280.392 47.713 0.101 2.74
9 284.375 48.141 0.102 2.77
9 288.339 48.570 0.102 2.80
9 292.333 49.132 0.103 2.83
9 296.210 49.683 0.103 2.86
9 300.190 50.324 0.104 2.89
9 304.134 50.907 0.105 2.93
9 308.104 51.447 0.105 2.96
9 312.018 51.972 0.106 2.99
9 316.015 52.415 0.107 3.02
9 319.962 52.963 0.107 3.05
9 323.962 53.446 0.108 3.08
9 327.913 53.858 0.109 3.12
9 331.921 54.253 0.110 3.15
9 335.859 54.646 0.111 3.18
9 339.831 55.036 0.112 3.21
9 343.784 55.368 0.113 3.24
9 347.780 55.717 0.114 3.27
9 351.726 56.068 0.115 3.31
9 355.726 56.497 0.116 3.34
9 359.729 56.910 0.117 3.37
9 363.635 57.348 0.118 3.40
9 367.604 57.826 0.119 3.43
9 371.556 58.311 0.120 3.46
9 375.566 58.794 0.121 3.50
10 0.000 7.029 0.040 1.57
10 3.978 7.279 0.038 1.54
10 7.973 7.542 0.037 1.51
10 11.940 7.816 0.035 1.47
10 15.926 8.170 0.034 1.44
10 19.891 8.431 0.032 1.41
10 23.974 8.691 0.030 1.38
10 27.852 9.119 0.029 1.35
10 31.943 9.536 0.027 1.31
10 35.829 10.038 0.026 1.28
10 39.832 10.493 0.024 1.25
10 43.816 10.915 0.022 1.22
10 47.673 11.529 0.020 1.19
10 51.610 12.246 0.018 1.16
10 55.568 12.840 0.016 1.13
10 59.591 13.512 0.012 1.09
10 63.437 14.197 0.011 1.06
10 83.080 17.524 0.018 1.09
10 87.027 18.156 0.022 1.13
10 90.957 18.902 0.026 1.16
10 94.888 19.657 0.029 1.19
10 98.800 20.481 0.030 1.22
10 102.714 21.299 0.032 1.25
10 106.621 22.064 0.033 1.28
10 110.461 22.921 0.034 1.31
10 114.453 23.722 0.035 1.35
10 118.381 24.475 0.037 1.38
10 122.311 25.172 0.038 1.41
10 126.252 25.794 0.040 1.44
10 130.207 26.370 0.041 1.47
10 134.167 26.921 0.042 1.50
10 138.127 27.420 0.043 1.53
10 142.057 27.963 0.053 1.57
10 146.031 28.600 0.054 1.60
10 149.992 29.190 0.054 1.63
10 153.949 29.720 0.055 1.66
10 157.873 30.282 0.056 1.69
10 161.835 30.814 0.056 1.72
10 165.817 31.295 0.057 1.76
10 169.793 31.792 0.059 1.79
10 173.759 32.416 0.061 1.82
10 177.684 33.087 0.063 1.85
10 181.630 33.634 0.065 1.88
10 185.663 34.180 0.067 1.91
10 189.558 34.757 0.069 1.95
10 193.531 35.245 0.071 1.98
10 197.482 35.664 0.073 2.01
10 201.424 36.301 0.074 2.04
10 205.362 36.964 0.076 2.07
10 209.276 37.762 0.078 2.10
10 213.202 38.513 0.080 2.14
10 217.114 39.237 0.081 2.17
10 221.069 39.887 0.083 2.20
10 225.022 40.296 0.084 2.23
10 229.006 40.725 0.085 2.26
10 232.920 41.201 0.086 2.29
10 236.904 41.783 0.087 2.32
10 240.846 42.461 0.088 2.36
10 244.758 43.184 0.089 2.39
10 248.716 43.717 0.090 2.42
10 252.666 44.280 0.091 2.45
10 256.627 44.771 0.093 2.48
10 260.596 45.287 0.094 2.51
10 264.526 45.769 0.095 2.55
10 268.516 46.131 0.096 2.58
10 272.489 46.691 0.097 2.61
